品牌,车型,价格,年份,里程,燃料类型,变速器,车辆类型,数据来源,所在城市,车龄,价格区间,里程区间,排量
宝马,宝马7系 2022款 740Li xDrive 行政型 豪华套装,4.7,2022,47000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰GLE 2023款 GLE 450 4MATIC 时尚型,3.9,2023,39000,汽油,自动,SUV,车168,北京,1,10万以下,3-5万公里,0.0
Cayenne,Cayenne 2019款 Cayenne 3.0T,10.6,2019,106000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,3.0
奔驰,奔驰E级(进口) 2023款 E 260 轿跑车,3.8,2023,38000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
奔驰,奔驰GLE 2024款 GLE 350 4MATIC 时尚型,1.9,2024,19000,汽油,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
Macan,Macan 2020款 Macan 2.0T,6.6,2020,66000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,2.0
奔驰,奔驰E级 2021款 E 300 L 运动尊贵型,6.2,2021,62000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
奥迪,奥迪Q8 2023款 55 TFSI 豪华动感型,4.0,2023,40000,汽油,自动,SUV,车168,北京,1,10万以下,3-5万公里,0.0
宝马,宝马6系GT 2021款 改款 630i M运动套装,5.4,2021,54000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
Panamera,Panamera 2024款 Panamera 2.9T,2.2,2024,22000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,2.9
宝马,宝马5系 2022款 改款二 530Li 领先型 M运动套装,3.2,2022,32000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
宝马,宝马3系 2023款 325Li M运动套装,1.0,2023,10000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
宝马,宝马6系GT 2021款 改款 630i M运动套装,4.6,2021,46000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
宝马,宝马5系 2021款 525Li M运动套装,4.3,2021,43000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
AMG,AMG GT 2020款 AMG GT 50 四门跑车,6.9,2020,69000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
宝马,宝马X5(进口) 2021款 xDrive30i X设计套装,11.0,2021,110000,汽油,自动,SUV,车168,北京,3,10-20万,10万公里以上,0.0
威尔法,威尔法 2019款 双擎 2.5L HV尊贵版,6.0,2019,60000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,2.5
宝马,宝马X7 2019款 xDrive40i 尊享型M运动套装,9.0,2019,90000,汽油,自动,SUV,车168,北京,5,10万以下,5-10万公里,0.0
发现,发现 2017款 3.0 SC V6 SE,5.0,2017,50000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
揽胜,揽胜 2019款 3.0 SC V6 盛世版,6.0,2019,60000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
奔驰,奔驰V级 2017款 V 260 L 尊贵加长版,6.0,2017,60000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
英菲尼迪,英菲尼迪QX80 2019款 5.6L 自动,12.0,2019,120000,汽油,自动,SUV,车168,北京,5,10-20万,10万公里以上,5.6
理想,理想MEGA 2024款 Ultra,1.4,2024,13500,电动,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
领克,领克07 EM-P 2024款 EM-P 126长续航 Ultra,0.4,2024,4000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
极氪,极氪MIX 2025款 长续航智驾版,0.3,2025,3000,汽油,自动,SUV,车168,北京,-1,10万以下,1万公里以下,0.0
极氪,极氪001 2025款 WE版 100kWh 后驱,1.0,2025,10500,汽油,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
极氪,极氪001 2025款 YOU版 100kWh 四驱,0.8,2025,8500,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
理想,理想MEGA 2025款 Home 家庭特别版,1.7,2025,17000,电动,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
奔驰,奔驰E级(进口) 2021款 改款 E 260 轿跑车,2.0,2021,20000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
宝马,宝马4系 2022款 425i M运动曜夜套装,2.9,2022,29000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
路虎,路虎卫士 2023款 改款 110 3.0T P400 暗黑特别版,2.3,2023,23000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,3.0
极氪,极氪001 2025款 YOU版 100kWh 四驱,1.0,2025,10000,汽油,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
极氪,极氪001 2025款 WE版 95kWh 后驱,0.9,2025,8700,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
极氪,极氪009 2024款 七座过道版 108kWh,0.3,2024,2800,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
极氪,极氪MIX 2025款 长续航智驾版,0.4,2025,3600,汽油,自动,SUV,车168,北京,-1,10万以下,1万公里以下,0.0
理想,理想L6 2024款 Max,2.2,2024,22000,电动,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
理想,理想MEGA 2024款 Ultra,2.4,2024,24000,电动,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
理想,理想MEGA 2024款 Ultra,0.9,2024,9000,电动,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
问界M9,问界M9 2024款 增程 Ultra版 42kWh 6座版,3.2,2024,32000,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
慕尚,慕尚 2011款 6.8T 豪华版,10.0,2011,100000,汽油,自动,轿车,车168,北京,13,10-20万,10万公里以上,6.8
Panamera,Panamera 2021款 Panamera 4 行政加长版 2.9T,5.6,2021,56000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,2.9
宝马,宝马7系 2021款 730Li M运动套装,5.4,2021,54000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
揽胜,揽胜 2025款 3.0 L6 400PS 盛世加长版 七座,1.0,2025,10000,汽油,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
奔驰,奔驰E级 2022款 E 300 L 时尚型,2.3,2022,23000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
仰望U8,仰望U8 2023款 豪华版,8.0,2023,80000,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,0.0
路虎,路虎卫士 2021款 90 P400 经典复刻版,3.0,2021,30000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
领航员,领航员 2019款 3.5T 尊耀版 国VI,10.0,2019,100000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,3.5
奥迪,奥迪R8 2014款 Spyder 5.2 FSI quattro,8.0,2014,80000,汽油,自动,SUV,车168,北京,10,10万以下,5-10万公里,0.0
迈巴赫S级,迈巴赫S级 2016款 S 400 4MATIC,13.0,2016,130000,汽油,自动,轿车,车168,北京,8,10-20万,10万公里以上,0.0
揽胜,揽胜 2010款 5.0 SC V8 HSE,15.0,2010,150000,汽油,自动,轿车,车168,北京,14,10-20万,10万公里以上,0.0
揽胜,揽胜 2014款 3.0 SC V6 Vogue,12.0,2014,120000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,0.0
奔驰,奔驰S级 2019款 S 320 L,5.0,2019,50000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
Sprinter,Sprinter 2018款 3.5L 自动,7.0,2018,70000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,3.5
揽胜,揽胜 2016款 3.0 SC V6 Vogue SE 创世加长版,10.0,2016,100000,汽油,自动,轿车,车168,北京,8,10-20万,10万公里以上,0.0
揽胜,揽胜 2013款 5.0 SC V8 Vogue SE,10.0,2013,100000,汽油,自动,轿车,车168,北京,11,10-20万,10万公里以上,0.0
揽胜,揽胜 2018款 3.0 SC V6 Vogue 传世加长版,6.0,2018,60000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,0.0
捷豹,捷豹XJ 2007款 XJ6L 3.0皇家加长版,9.0,2007,90000,汽油,自动,SUV,车168,北京,17,10万以下,5-10万公里,6.0
凯雷德ESCALADE,凯雷德ESCALADE 2017款 6.2L 总统一号,8.0,2017,80000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,6.2
宝马,宝马X5 M 2015款 X5 M,12.0,2015,120000,汽油,自动,SUV,车168,北京,9,10-20万,10万公里以上,0.0
奔驰,奔驰GLS 2018款 改款 GLS 400 4MATIC动感型,7.0,2018,70000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
凯路威,凯路威 2017款 2.0TSI 四驱舒适版 7座,11.0,2017,110000,汽油,自动,轿车,车168,北京,7,10-20万,10万公里以上,2.0
Cayenne,Cayenne 2007款 Cayenne S 4.8L,14.0,2007,140000,汽油,自动,轿车,车168,北京,17,10-20万,10万公里以上,4.8
雅科仕,雅科仕 2009款 3.8尊享版,14.0,2009,140000,汽油,自动,轿车,车168,北京,15,10-20万,10万公里以上,0.0
保时捷,保时捷718 2019款 Cayman T 2.0T,4.4,2019,44000,汽油,自动,轿车,车168,北京,5,10万以下,3-5万公里,2.0
极氪,极氪001 2025款 WE版 100kWh 后驱,1.0,2025,9500,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
智界R7,智界R7 2024款 纯电 802km Max,1.0,2024,10000,电动,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
海豚,海豚 2021款 405km 时尚版,4.1,2021,41000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
智界R7,智界R7 2024款 纯电 736km UItra,1.2,2024,12000,电动,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
宝马,宝马3系 2021款 325i M运动曜夜套装,6.2,2021,62000,汽油,自动,轿车,车168,深圳,3,10万以下,5-10万公里,0.0
揽胜运动,揽胜运动 2013款 3.0 TDV6 柴油版,22.0,2013,220000,汽油,自动,轿车,车168,台州,11,20-30万,10万公里以上,0.0
宝马,宝马7系 2021款 730Li M运动套装,2.5,2021,25000,汽油,自动,轿车,车168,台州,3,10万以下,1-3万公里,0.0
唐新能源,唐新能源 2018款 DM 2.0T 全时四驱智联创领型 5座 国V,6.8,2018,68000,插电混动,自动,轿车,车168,台州,6,10万以下,5-10万公里,2.0
宝马,宝马X5(进口) 2021款 改款 xDrive30i M运动套装,6.1,2021,61000,汽油,自动,SUV,车168,台州,3,10万以下,5-10万公里,0.0
奔驰,奔驰S级 2016款 S 400 L 4MATIC,5.2,2016,52000,汽油,自动,轿车,车168,台州,8,10万以下,5-10万公里,0.0
奔驰,奔驰C级(进口) 2021款 C 260 轿跑车,5.7,2021,56800,汽油,自动,轿车,车168,台州,3,10万以下,5-10万公里,0.0
奔驰,奔驰E级(进口) 2023款 改款 E 260 敞篷轿跑车,1.2,2023,12000,汽油,自动,轿车,车168,台州,1,10万以下,1-3万公里,0.0
零跑,零跑C10 2024款 210智享版,2.1,2024,21000,电动,自动,轿车,车168,石家庄,0,10万以下,1-3万公里,0.0
揽胜,揽胜 2024款 3.0 L6 400PS 盛世加长版 七座,1.4,2024,14000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
迈巴赫S级,迈巴赫S级 2025款 S 480 4MATIC,0.5,2025,4900,汽油,自动,轿车,车168,太原,-1,10万以下,1万公里以下,0.0
途锐,途锐 2019款 2.0TSI 锐翼版 国VI,9.2,2019,92000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,2.0
揽胜,揽胜 2019款 3.0 SC V6 传世加长版,9.8,2019,98000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,0.0
揽胜运动新能源,揽胜运动新能源 2018款 P400e,8.3,2018,82800,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
别克,别克GL8 2020款 ES陆尊 653T 尊享型,5.7,2020,57000,汽油,自动,SUV,车168,太原,4,10万以下,5-10万公里,0.0
AMG,AMG GT 2020款 AMG GT 50 四门跑车,1.3,2020,13000,汽油,自动,轿车,车168,太原,4,10万以下,1-3万公里,0.0
帕萨特,帕萨特 2021款 330TSI 豪华版,9.4,2021,94000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
兰德酷路泽(进口),兰德酷路泽(进口) 2018款 5.7L 中东版,13.5,2018,135000,汽油,自动,轿车,车168,太原,6,10-20万,10万公里以上,5.7
途昂,途昂 2023款 380TSI 四驱尊崇豪华版,2.2,2023,22000,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,0.0
别克,别克GL8 2023款 ES陆尊 尊享型,4.6,2023,46000,汽油,自动,SUV,车168,太原,1,10万以下,3-5万公里,0.0
世纪,世纪 2023款 2.0T 六座蕴世版,5.2,2023,52000,汽油,自动,轿车,车168,太原,1,10万以下,5-10万公里,2.0
钧天黑武士Youth,钧天黑武士Youth 2025款 2.0T 汽油巅峰版,0.9,2025,9000,汽油,自动,轿车,车168,太原,-1,10万以下,1万公里以下,2.0
别克,别克GL8 2022款 ES陆尊 653T 尊享型,0.9,2022,9000,汽油,自动,SUV,车168,太原,2,10万以下,1万公里以下,0.0
别克,别克GL8 2022款 ES陆尊 653T 舒适型,2.5,2022,25000,汽油,自动,SUV,车168,太原,2,10万以下,1-3万公里,0.0
宝马,宝马3系 2016款 320Li 进取型,12.6,2016,126000,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,0.0
奔驰,奔驰E级 2020款 改款 E 260 L 4MATIC,11.0,2020,110000,汽油,自动,轿车,车168,太原,4,10-20万,10万公里以上,0.0
奥迪,奥迪Q5L 2020款 40 TFSI 荣享时尚型,10.3,2020,103000,汽油,自动,SUV,车168,太原,4,10-20万,10万公里以上,5.0
凯迪拉克,凯迪拉克CT5 2022款 28T 豪华型（标准版）,3.5,2022,35000,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,0.0
奥迪,奥迪A3 2022款 Sportback 35 TFSI 时尚运动型,2.2,2022,22500,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
途锐,途锐 2021款 3.0TSI 锐享版 经典运动套装,4.4,2021,44500,汽油,自动,轿车,车168,太原,3,10万以下,3-5万公里,3.0
宝马,宝马X2 2022款 sDrive25i M运动套装,2.2,2022,22000,汽油,自动,SUV,车168,太原,2,10万以下,1-3万公里,0.0
亚洲龙,亚洲龙 2019款 2.0L XLE尊享版 国VI,3.2,2019,32000,汽油,自动,SUV,车168,太原,5,10万以下,3-5万公里,2.0
发现运动,发现运动 2022款 249PS R-Dynamic S 性能版 5座,5.9,2022,59000,汽油,自动,轿车,车168,太原,2,10万以下,5-10万公里,0.0
大众,一汽-大众CC 2021款 330TSI 上市特别版,4.6,2021,45599,汽油,自动,轿车,车168,太原,3,10万以下,3-5万公里,0.0
奔驰,奔驰C级 2021款 C 260 L 运动星耀臻藏版,3.2,2021,32000,汽油,自动,轿车,车168,太原,3,10万以下,3-5万公里,0.0
雅阁,雅阁 2022款 260TURBO 豪华版,3.4,2022,33600,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,0.0
奔驰,奔驰GLC 2020款 GLC 300 L 4MATIC 豪华型,5.0,2020,49800,汽油,自动,SUV,车168,太原,4,10万以下,3-5万公里,0.0
凯迪拉克,凯迪拉克XT5 2023款 2.0T 四驱尊贵型（至臻版）,0.4,2023,4500,汽油,自动,SUV,车168,太原,1,10万以下,1万公里以下,2.0
威飒,威飒 2022款 2.0L CVT两驱尊贵版,1.8,2022,17900,汽油,CVT,轿车,车168,太原,2,10万以下,1-3万公里,2.0
本田,本田CR-V 2023款 240TURBO 两驱睿型版 5座,3.2,2023,32000,汽油,自动,SUV,车168,太原,1,10万以下,3-5万公里,0.0
途观L,途观L 2024款 330TSI 自动两驱R-Line越享版,0.2,2024,2000,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
奥迪,奥迪A6L 2023款 45 TFSI quattro 尊享致雅型,1.6,2023,16000,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,6.0
别克,别克GL8新能源 2024款  陆尊 奢享版 7座,0.3,2024,3000,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,0.0
宝马,宝马X3 2023款 xDrive25i M运动套装,1.2,2023,12000,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,0.0
奥迪,奥迪Q3 2024款 40 TFSI 时尚动感型,1.6,2024,15700,汽油,自动,SUV,车168,太原,0,10万以下,1-3万公里,0.0
发现运动,发现运动 2022款 改款 249PS 大都会版,1.7,2022,17000,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
途岳,途岳 2024款 300TSI 两驱月尊版,1.5,2024,15000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
途岳,途岳 2024款 300TSI 两驱月尊版,0.4,2024,4000,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
帕萨特,帕萨特 2025款 Pro 380TSI 星空龙尊版,1.5,2025,15000,汽油,自动,轿车,车168,太原,-1,10万以下,1-3万公里,0.0
速派,速派 2024款 TSI280 DSG尊享版,1.3,2024,13000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
途昂,途昂 2024款 380TSI 四驱龙祥版,0.2,2024,2000,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
奔驰,奔驰E级 2015款 E 180 L,7.3,2015,73000,汽油,自动,轿车,车168,太原,9,10万以下,5-10万公里,0.0
途昂,途昂 2025款 途昂 Pro 450TSI 四驱登峰版,0.2,2025,1700,汽油,自动,轿车,车168,太原,-1,10万以下,1万公里以下,0.0
威然,威然 2024款 330TSI 豪华版,7.6,2024,76000,汽油,自动,轿车,车168,太原,0,10万以下,5-10万公里,0.0
途昂,途昂 2017款 380TSI 四驱豪华版,12.7,2017,127000,汽油,自动,轿车,车168,太原,7,10-20万,10万公里以上,0.0
途岳,途岳 2021款 280TSI 两驱舒适版,6.0,2021,60000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
汉兰达,汉兰达 2013款 2.7L 两驱7座紫金版,17.5,2013,175000,汽油,自动,轿车,车168,太原,11,10-20万,10万公里以上,2.7
宝马,宝马5系新能源 2020款 里程升级版 530Le 豪华套装,8.0,2020,80000,汽油,自动,轿车,车168,太原,4,10万以下,5-10万公里,0.0
迈腾,迈腾 2017款 330TSI DSG 豪华型,8.0,2017,80000,汽油,自动,轿车,车168,太原,7,10万以下,5-10万公里,0.0
奥迪,奥迪A6L 2012款 35 FSI 豪华型,14.1,2012,141000,汽油,自动,轿车,车168,太原,12,10-20万,10万公里以上,6.0
奥迪,奥迪A6L 2016款 30 FSI 技术型,18.5,2016,185000,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,6.0
朗逸,朗逸 2019款 280TSI DSG舒适版 国VI,10.8,2019,108000,汽油,自动,轿车,车168,太原,5,10-20万,10万公里以上,0.0
昂科威Plus,昂科威Plus 2014款 28T 四驱精英型,13.0,2014,130000,汽油,自动,轿车,车168,太原,10,10-20万,10万公里以上,0.0
锐程PLUS,锐程PLUS 2023款 1.5T DCT领悦型,1.6,2023,16000,汽油,双离合,轿车,车168,太原,1,10万以下,1-3万公里,1.5
威尔法,威尔法 2024款 皇冠 双擎 2.5L 至尊行政版,4.4,2024,44500,汽油,自动,轿车,车168,太原,0,10万以下,3-5万公里,2.5
奔驰,奔驰V级 2021款 V 260 L 长轴距豪华版,8.0,2021,80000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
别克,别克GL8新能源 2024款 陆尊 奢享版 6座,1.0,2024,10400,汽油,自动,SUV,车168,太原,0,10万以下,1-3万公里,0.0
埃尔法,埃尔法 2024款 双擎 2.5L 臻享版,2.5,2024,25000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,2.5
别克,别克GL8新能源 2024款 陆尊 尊享版 7座,0.5,2024,5100,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,0.0
别克,别克GL8 2022款 Avenir艾维亚 四座尊礼版,4.6,2022,46000,汽油,自动,SUV,车168,太原,2,10万以下,3-5万公里,0.0
别克,别克GL8 2023款 ES陆尊 舒适型,8.3,2023,83000,汽油,自动,SUV,车168,太原,1,10万以下,5-10万公里,0.0
别克,别克GL8 2022款 改款 Avenir艾维亚 七座亲礼版,6.8,2022,68000,汽油,自动,SUV,车168,太原,2,10万以下,5-10万公里,0.0
别克,别克GL8 2023款 ES陆尊 豪华型,1.9,2023,18900,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,0.0
威霆,威霆 2023款 2.0T 商务版 7座,5.3,2023,53000,汽油,自动,轿车,车168,太原,1,10万以下,5-10万公里,2.0
迈特威,迈特威 2018款 2.0TSI 四驱悠享版 7座,12.0,2018,120000,汽油,自动,轿车,车168,太原,6,10-20万,10万公里以上,2.0
揽胜运动新能源,揽胜运动新能源 2021款 P400e SE,8.0,2021,80000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
宝马,宝马2系(进口) 2021款 225i 四门轿跑车 M运动套装,2.8,2021,28000,汽油,自动,轿车,车168,太原,3,10万以下,1-3万公里,0.0
宝马,宝马3系 2023款 325Li M运动曜夜套装,1.3,2023,13000,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,0.0
途昂,途昂 2024款 途昂X 380TSI 四驱尊崇豪华版,4.7,2024,47100,汽油,自动,SUV,车168,太原,0,10万以下,3-5万公里,0.0
途观L,途观L 2019款 改款 330TSI 自动两驱智动豪华版 国VI,9.8,2019,98000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,0.0
揽胜,揽胜 2016款 3.0 SC V6 Vogue 加长版,16.7,2016,166900,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,0.0
别克,别克GL8 2018款 ES 28T 豪华型 国VI,9.2,2018,92000,汽油,自动,SUV,车168,太原,6,10万以下,5-10万公里,0.0
歌诗图,歌诗图 2016款 2.4L 豪华版,7.0,2016,70000,汽油,自动,轿车,车168,太原,8,10万以下,5-10万公里,2.4
奥迪,奥迪A6L 2020款 45 TFSI quattro 臻选动感型,10.0,2020,100000,汽油,自动,SUV,车168,太原,4,10-20万,10万公里以上,6.0
阿特兹,阿特兹 2018款 2.0L 蓝天豪华版 国V,4.0,2018,40000,汽油,自动,轿车,车168,太原,6,10万以下,3-5万公里,2.0
揽胜,揽胜 2014款 3.0 SC V6 Vogue,9.3,2014,93000,汽油,自动,轿车,车168,太原,10,10万以下,5-10万公里,0.0
揽境,揽境 2024款 380TSI 四驱豪华佳境版Pro 7座,1.0,2024,10000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
奥迪,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,2.5,2022,24700,汽油,自动,SUV,车168,太原,2,10万以下,1-3万公里,6.0
君越,君越 2022款 552T 豪华型,2.9,2022,28700,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
宝马,宝马5系 2021款 改款 530Li xDrive M运动套装,9.1,2021,91000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,0.0
宝马,宝马3系 2024款 325Li M运动曜夜套装,1.2,2024,12000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
宝马,宝马X2(进口) 2024款 sDrive25i M运动套装,2.2,2024,22000,汽油,自动,SUV,车168,太原,0,10万以下,1-3万公里,0.0
途昂,途昂 2025款 途昂 Pro 450TSI 四驱登峰版,0.3,2025,3000,汽油,自动,轿车,车168,太原,-1,10万以下,1万公里以下,0.0
奔驰,奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,5.3,2021,53300,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,0.0
现代,北京现代ix35 2021款 2.0L 自动两驱GLS领先版,1.9,2021,18900,汽油,自动,SUV,车168,太原,3,10万以下,1-3万公里,2.0
理想,理想L6 2024款 Max,2.4,2024,24000,电动,自动,SUV,车168,太原,0,10万以下,1-3万公里,0.0
迈巴赫S级,迈巴赫S级 2016款 S 400 4MATIC,12.9,2016,129000,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,0.0
埃尔法,埃尔法 2019款 双擎 2.5L 尊贵版,10.0,2019,100000,汽油,自动,轿车,车168,太原,5,10-20万,10万公里以上,2.5
埃尔法,埃尔法 2021款 双擎 2.5L 尊贵版,8.0,2021,80000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,2.5
奥迪,奥迪A6L 2021款 45 TFSI 臻选动感型,14.0,2021,140000,汽油,自动,轿车,车168,太原,3,10-20万,10万公里以上,6.0
雷克萨斯,雷克萨斯LX 2017款 570 尊贵豪华版,11.0,2017,110000,汽油,自动,SUV,车168,太原,7,10-20万,10万公里以上,0.0
奔驰,奔驰A级 2019款 A 200 L 运动轿车,14.6,2019,146000,汽油,自动,轿车,车168,太原,5,10-20万,10万公里以上,0.0
奔驰,奔驰S级 2014款 S 600 L,12.0,2014,120000,汽油,自动,轿车,车168,太原,10,10-20万,10万公里以上,0.0
普拉多,普拉多 2019款 3.5L 自动TX-L尊享版后挂备胎,9.0,2019,90000,汽油,自动,SUV,车168,太原,5,10万以下,5-10万公里,3.5
Ghibli,Ghibli 2014款 3.0T 标准版,9.0,2014,90000,汽油,自动,轿车,车168,太原,10,10万以下,5-10万公里,3.0
总裁,总裁 2015款 3.0T 标准型,13.0,2015,130000,汽油,自动,轿车,车168,太原,9,10-20万,10万公里以上,3.0
揽胜运动,揽胜运动 2016款 3.0 SC V6 SE,19.0,2016,190000,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,0.0
普拉多,普拉多 2014款 4.0L 自动VX NAVI,14.0,2014,140000,汽油,自动,SUV,车168,太原,10,10-20万,10万公里以上,4.0
奥迪,奥迪Q7 2018款 45 TFSI 技术型,7.0,2018,70000,汽油,自动,SUV,车168,太原,6,10万以下,5-10万公里,0.0
兰德酷路泽,兰德酷路泽 2012款 4.0L 自动VX,8.0,2012,80000,汽油,自动,SUV,车168,太原,12,10万以下,5-10万公里,4.0
奔驰,奔驰E级 2023款 E 300 L 时尚型,5.8,2023,58000,汽油,自动,轿车,车168,太原,1,10万以下,5-10万公里,0.0
奔驰,奔驰GLC 2022款 GLC 260 L 4MATIC 动感型,10.0,2022,100000,汽油,自动,SUV,车168,太原,2,10-20万,10万公里以上,0.0
奔驰,奔驰A级 2022款 改款二 A 200 L 运动轿车时尚型,3.8,2022,38000,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,0.0
奔驰,奔驰C级 2023款 C 260 L 运动版,4.5,2023,45000,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
奔驰,奔驰E级 2022款 E 300 L 运动豪华型,3.9,2022,39000,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,0.0
奔驰,奔驰V级 2022款 V 260 L 长轴距豪华版,6.0,2022,60000,汽油,自动,轿车,车168,太原,2,10万以下,5-10万公里,0.0
宝马,宝马X5(进口) 2018款 xDrive35i 典雅型,19.0,2018,190000,汽油,自动,SUV,车168,太原,6,10-20万,10万公里以上,0.0
兰德酷路泽(进口),兰德酷路泽(进口) 2014款 4.6L 自动,29.0,2014,290000,汽油,自动,轿车,车168,太原,10,20-30万,10万公里以上,4.6
奥迪,奥迪A6L 2019款 45 TFSI quattro 臻选动感型,10.0,2019,100000,汽油,自动,SUV,车168,太原,5,10-20万,10万公里以上,6.0
宝马,宝马3系 2020款 325Li M运动套装,7.0,2020,70000,汽油,自动,轿车,车168,太原,4,10万以下,5-10万公里,0.0
